id,source_citation,source_group,title_or_description_from_source,date,congress,congressional_session,joint_resolution_chamber,joint_resolution_number,sponsor_name,sponsor_state_or_territory,committee_of_referral,text_of_amendment,ratified_yn,ratified_amendment,notes,constitute_topic1,constitute_topic2,constitute_topic3,constitute_topic4,constitute_topic5,constitute_topic6,constitute_topic7,constitute_topic8,constitute_topic9
5651,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 69th Congress, 2d Session through the 87th Congress, 2d Session, December 6, 1926 to January 3, 1963, S. Doc. No. 163, 87th Cong. 2d Sess., Washington: U.S. Government Printing Office, 1963.",NARA,Proposal relating to Supreme Court decision on prayers in schools,1962-06-29,87,NA,NA,NA,Huddleston,Alabama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5652,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 69th Congress, 2d Session through the 87th Congress, 2d Session, December 6, 1926 to January 3, 1963, S. Doc. No. 163, 87th Cong. 2d Sess., Washington: U.S. Government Printing Office, 1963.",NARA,Proposal relating to Supreme Court decision on prayers in schools,1962-06-29,87,NA,NA,NA,Merrow,New Hampshire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5653,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 69th Congress, 2d Session through the 87th Congress, 2d Session, December 6, 1926 to January 3, 1963, S. Doc. No. 163, 87th Cong. 2d Sess., Washington: U.S. Government Printing Office, 1963.",NARA,Proposal relating to Supreme Court decision on prayers in schools,1962-06-29,87,NA,NA,NA,Morrison,Louisiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5654,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 69th Congress, 2d Session through the 87th Congress, 2d Session, December 6, 1926 to January 3, 1963, S. Doc. No. 163, 87th Cong. 2d Sess., Washington: U.S. Government Printing Office, 1963.",NARA,Proposal relating to Supreme Court decision on prayers in schools,1962-06-29,87,NA,NA,NA,Whitener,North Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5656,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 69th Congress, 2d Session through the 87th Congress, 2d Session, December 6, 1926 to January 3, 1963, S. Doc. No. 163, 87th Cong. 2d Sess., Washington: U.S. Government Printing Office, 1963.",NARA,Proposal relating to Supreme Court decision on prayers in schools,1962-06-29,87,NA,NA,NA,Winstead,Mississippi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5657,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 69th Congress, 2d Session through the 87th Congress, 2d Session, December 6, 1926 to January 3, 1963, S. Doc. No. 163, 87th Cong. 2d Sess., Washington: U.S. Government Printing Office, 1963.",NARA,Proposal relating to Supreme Court decision on prayers in schools,1962-06-29,87,NA,NA,NA,Whalley,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5658,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 69th Congress, 2d Session through the 87th Congress, 2d Session, December 6, 1926 to January 3, 1963, S. Doc. No. 163, 87th Cong. 2d Sess., Washington: U.S. Government Printing Office, 1963.",NARA,Proposal relating to Supreme Court decision on prayers in schools,1962-06-30,87,NA,NA,NA,Hagan,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5659,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 69th Congress, 2d Session through the 87th Congress, 2d Session, December 6, 1926 to January 3, 1963, S. Doc. No. 163, 87th Cong. 2d Sess., Washington: U.S. Government Printing Office, 1963.",NARA,Proposal relating to Supreme Court decision on prayers in schools,1962-06-30,87,NA,NA,NA,Miller,New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5660,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 69th Congress, 2d Session through the 87th Congress, 2d Session, December 6, 1926 to January 3, 1963, S. Doc. No. 163, 87th Cong. 2d Sess., Washington: U.S. Government Printing Office, 1963.",NARA,Proposal relating to Supreme Court decision on prayers in schools,1962-06-30,87,NA,NA,NA,Monagan,Connecticut,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5661,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 69th Congress, 2d Session through the 87th Congress, 2d Session, December 6, 1926 to January 3, 1963, S. Doc. No. 163, 87th Cong. 2d Sess., Washington: U.S. Government Printing Office, 1963.",NARA,Proposal relating to Supreme Court decision on prayers in schools,1962-06-30,87,NA,NA,NA,Moore,West Virginia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5662,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 69th Congress, 2d Session through the 87th Congress, 2d Session, December 6, 1926 to January 3, 1963, S. Doc. No. 163, 87th Cong. 2d Sess., Washington: U.S. Government Printing Office, 1963.",NARA,Proposal relating to Supreme Court decision on prayers in schools,1962-07-02,87,NA,NA,NA,Harsha,Ohio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5663,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 69th Congress, 2d Session through the 87th Congress, 2d Session, December 6, 1926 to January 3, 1963, S. Doc. No. 163, 87th Cong. 2d Sess., Washington: U.S. Government Printing Office, 1963.",NARA,Proposal relating to Supreme Court decision on prayers in schools,1962-07-02,87,NA,NA,NA,Rivers,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5664,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 69th Congress, 2d Session through the 87th Congress, 2d Session, December 6, 1926 to January 3, 1963, S. Doc. No. 163, 87th Cong. 2d Sess., Washington: U.S. Government Printing Office, 1963.",NARA,Proposal relating to Supreme Court decision on prayers in schools,1962-07-02,87,NA,NA,NA,Williams,Mississippi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5665,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 69th Congress, 2d Session through the 87th Congress, 2d Session, December 6, 1926 to January 3, 1963, S. Doc. No. 163, 87th Cong. 2d Sess., Washington: U.S. Government Printing Office, 1963.",NARA,Proposal relating to Supreme Court decision on prayers in schools,1962-07-02,87,NA,NA,NA,Latta,Ohio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5666,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 69th Congress, 2d Session through the 87th Congress, 2d Session, December 6, 1926 to January 3, 1963, S. Doc. No. 163, 87th Cong. 2d Sess., Washington: U.S. Government Printing Office, 1963.",NARA,Proposal relating to Supreme Court decision on prayers in schools,1962-07-02,87,NA,NA,NA,Roudebush,Indiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5667,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 69th Congress, 2d Session through the 87th Congress, 2d Session, December 6, 1926 to January 3, 1963, S. Doc. No. 163, 87th Cong. 2d Sess., Washington: U.S. Government Printing Office, 1963.",NARA,Proposal relating to Supreme Court decision on prayers in schools,1962-07-02,87,NA,NA,NA,Fulton,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5668,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 69th Congress, 2d Session through the 87th Congress, 2d Session, December 6, 1926 to January 3, 1963, S. Doc. No. 163, 87th Cong. 2d Sess., Washington: U.S. Government Printing Office, 1963.",NARA,Proposal relating to Supreme Court decision on prayers in schools,1962-07-02,87,NA,NA,NA,Whitten,Mississippi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5669,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 69th Congress, 2d Session through the 87th Congress, 2d Session, December 6, 1926 to January 3, 1963, S. Doc. No. 163, 87th Cong. 2d Sess., Washington: U.S. Government Printing Office, 1963.",NARA,Proposal permitting nonsectarian prayer in public schools or other public places in participation therein is not compulsory,1962-07-09,87,NA,NA,NA,Harvey,Indiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5670,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 69th Congress, 2d Session through the 87th Congress, 2d Session, December 6, 1926 to January 3, 1963, S. Doc. No. 163, 87th Cong. 2d Sess., Washington: U.S. Government Printing Office, 1963.",NARA,Proposal permitting the voluntary recitation of a prayer in public schools,1962-07-11,87,NA,NA,NA,Scranton,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5671,NA,NARA,Proposal pertaining to the offering of prayers in public schools and other public places in the United States,1962-07-11,87,NA,NA,NA,Lane,Massachusetts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5673,NA,NARA,Proposal permitting nonsectarian prayer in public schools or other public places in participation therein is not compulsory,1962-07-12,87,NA,NA,NA,Bray,Indiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5674,NA,NARA,Proposal to authorize the several States to permit the offering of a prayer in public schools and other public places,1962-07-16,87,NA,NA,NA,Derounian,New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5675,NA,NARA,Proposal permitting nonsectarian prayer in public schools or other public places in participation therein is not compulsory,1962-07-17,87,NA,NA,NA,Adair,Indiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5677,NA,NARA,Proposal to permit the use of prayer in public schools,1962-07-17,87,NA,NA,NA,Elliott,Alabama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5681,NA,NARA,"Proposal permitting nonsectarian religious observances founded upon the recognition of God in public schools or other public places, if participation therein is voluntary",1962-08-02,87,NA,NA,NA,Moore,West Virginia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5682,NA,NARA,"Proposal permitting nonsectarian religious observances founded upon the recognition of God in public schools or other public places, if participation therein is voluntary",1962-08-07,87,NA,NA,NA,Cramer,Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5683,NA,NARA,Proposal pertaining to the offering of prayers in public schools and other public places in the United States,1962-08-08,87,NA,NA,NA,Ashbrook,Ohio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5688,NA,NARA,Proposal permitting nonsectarian prayer in public schools or other public places in participation therein is not compulsory,1962-09-20,87,NA,NA,NA,Staggers,West Virginia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5690,NA,NARA,Proposal pertaining to the offering of prayers in public schools and other public places in the United States,1962-09-27,87,NA,NA,NA,Rodino,New Jersey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5719,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1963-06-19,88,NA,NA,NA,Williams,Delaware,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5720,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1963-06-19,88,NA,NA,NA,Beall,Maryland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5722,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1963-06-19,88,NA,NA,NA,Johnston,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5723,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1963-06-19,88,NA,NA,NA,Thurmond,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5724,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools and State power to legislate on questions of morality,1963-07-16,88,NA,NA,NA,Eastland,Mississippi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5738,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools and reliance upon God in governmental matters,1964-04-07,88,NA,NA,NA,Smathers,Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5739,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayers in public schools,1964-04-20,88,NA,NA,NA,Scott,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5751,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1963-01-09,88,NA,NA,NA,Becker,New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5762,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1963-01-09,88,NA,NA,NA,Derounian,New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5780,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools and State power to legislate on questions of morality,1963-01-09,88,NA,NA,NA,Williams,Mississippi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5789,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayers in public schools,1963-01-09,88,NA,NA,NA,Cramer,Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5794,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1963-01-09,88,NA,NA,NA,Huddleston,Alabama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5800,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1963-01-09,88,NA,NA,NA,Matthews,Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5806,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1963-01-10,88,NA,NA,NA,Fallon,Maryland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5808,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1963-01-10,88,NA,NA,NA,Rivers,South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5825,"Proposed Amendments to the Constitution of the United States Introduced in Congress from the 88th Congress, 1st Session through the 90th Congress 2d Session, January 9, 1963 to January 3, 1969, S. Doc. No. 91-38, 91st Cong. 2d Sess., Washington: U.S. Government Printing Office, 1969.",NARA,Prayer in public schools,1963-01-17,88,NA,NA,NA,Sikes,Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
